text,sensitive_data_level
"Xã Nghĩa Hương, Huyện Quốc Oai, Thành phố Hà Nội",3
"Xã Cộng Hòa, Huyện Quốc Oai, Thành phố Hà Nội",3
"Xã Tân Phú, Huyện Quốc Oai, Thành phố Hà Nội",3
"Xã Đại Thành, Huyện Quốc Oai, Thành phố Hà Nội",3
"Xã Phú Mãn, Huyện Quốc Oai, Thành phố Hà Nội",3
"Xã Cấn Hữu, Huyện Quốc Oai, Thành phố Hà Nội",3
"Xã Tân Hòa, Huyện Quốc Oai, Thành phố Hà Nội",3
"Xã Hòa Thạch, Huyện Quốc Oai, Thành phố Hà Nội",3
"Xã Đông Yên, Huyện Quốc Oai, Thành phố Hà Nội",3
"Xã Yên Trung, Huyện Thạch Thất, Thành phố Hà Nội",3
"Xã Yên Bình, Huyện Thạch Thất, Thành phố Hà Nội",3
"Xã Tiến Xuân, Huyện Thạch Thất, Thành phố Hà Nội",3
"Thị trấn Liên Quan, Huyện Thạch Thất, Thành phố Hà Nội",3
"Xã Đại Đồng, Huyện Thạch Thất, Thành phố Hà Nội",3
"Xã Cẩm Yên, Huyện Thạch Thất, Thành phố Hà Nội",3
"Xã Lại Thượng, Huyện Thạch Thất, Thành phố Hà Nội",3
"Xã Phú Kim, Huyện Thạch Thất, Thành phố Hà Nội",3
"Xã Hương Ngải, Huyện Thạch Thất, Thành phố Hà Nội",3
"Xã Canh Nậu, Huyện Thạch Thất, Thành phố Hà Nội",3
"Xã Kim Quan, Huyện Thạch Thất, Thành phố Hà Nội",3
"Xã Dị Nậu, Huyện Thạch Thất, Thành phố Hà Nội",3
"Xã Bình Yên, Huyện Thạch Thất, Thành phố Hà Nội",3
"Xã Chàng Sơn, Huyện Thạch Thất, Thành phố Hà Nội",3
"Xã Thạch Hoà, Huyện Thạch Thất, Thành phố Hà Nội",3
"Xã Cần Kiệm, Huyện Thạch Thất, Thành phố Hà Nội",3
"Xã Hữu Bằng, Huyện Thạch Thất, Thành phố Hà Nội",3
"Xã Phùng Xá, Huyện Thạch Thất, Thành phố Hà Nội",3
"Xã Tân Xã, Huyện Thạch Thất, Thành phố Hà Nội",3
"Xã Thạch Xá, Huyện Thạch Thất, Thành phố Hà Nội",3
"Xã Bình Phú, Huyện Thạch Thất, Thành phố Hà Nội",3
"Xã Hạ Bằng, Huyện Thạch Thất, Thành phố Hà Nội",3
"Xã Đồng Trúc, Huyện Thạch Thất, Thành phố Hà Nội",3
"Thị trấn Chúc Sơn, Huyện Chương Mỹ, Thành phố Hà Nội",3
"Thị trấn Xuân Mai, Huyện Chương Mỹ, Thành phố Hà Nội",3
"Xã Phụng Châu, Huyện Chương Mỹ, Thành phố Hà Nội",3
"Xã Tiên Phương, Huyện Chương Mỹ, Thành phố Hà Nội",3
"Xã Đông Sơn, Huyện Chương Mỹ, Thành phố Hà Nội",3
"Xã Đông Phương Yên, Huyện Chương Mỹ, Thành phố Hà Nội",3
"Xã Phú Nghĩa, Huyện Chương Mỹ, Thành phố Hà Nội",3
"Xã Trường Yên, Huyện Chương Mỹ, Thành phố Hà Nội",3
"Xã Ngọc Hòa, Huyện Chương Mỹ, Thành phố Hà Nội",3
"Xã Thủy Xuân Tiên, Huyện Chương Mỹ, Thành phố Hà Nội",3
"Xã Thanh Bình, Huyện Chương Mỹ, Thành phố Hà Nội",3
"Xã Trung Hòa, Huyện Chương Mỹ, Thành phố Hà Nội",3
"Xã Đại Yên, Huyện Chương Mỹ, Thành phố Hà Nội",3
"Xã Thụy Hương, Huyện Chương Mỹ, Thành phố Hà Nội",3
"Xã Tốt Động, Huyện Chương Mỹ, Thành phố Hà Nội",3
"Xã Lam Điền, Huyện Chương Mỹ, Thành phố Hà Nội",3
"Xã Tân Tiến, Huyện Chương Mỹ, Thành phố Hà Nội",3
"Xã Nam Phương Tiến, Huyện Chương Mỹ, Thành phố Hà Nội",3
"Xã Hợp Đồng, Huyện Chương Mỹ, Thành phố Hà Nội",3
"Xã Hoàng Văn Thụ, Huyện Chương Mỹ, Thành phố Hà Nội",3
"Xã Hoàng Diệu, Huyện Chương Mỹ, Thành phố Hà Nội",3
"Xã Hữu Văn, Huyện Chương Mỹ, Thành phố Hà Nội",3
"Xã Quảng Bị, Huyện Chương Mỹ, Thành phố Hà Nội",3
"Xã Mỹ Lương, Huyện Chương Mỹ, Thành phố Hà Nội",3
"Xã Thượng Vực, Huyện Chương Mỹ, Thành phố Hà Nội",3
"Xã Hồng Phong, Huyện Chương Mỹ, Thành phố Hà Nội",3
"Xã Đồng Phú, Huyện Chương Mỹ, Thành phố Hà Nội",3
"Xã Trần Phú, Huyện Chương Mỹ, Thành phố Hà Nội",3
"Xã Văn Võ, Huyện Chương Mỹ, Thành phố Hà Nội",3
"Xã Đồng Lạc, Huyện Chương Mỹ, Thành phố Hà Nội",3
"Xã Hòa Chính, Huyện Chương Mỹ, Thành phố Hà Nội",3
"Xã Phú Nam An, Huyện Chương Mỹ, Thành phố Hà Nội",3
"Thị trấn Kim Bài, Huyện Thanh Oai, Thành phố Hà Nội",3
"Xã Cự Khê, Huyện Thanh Oai, Thành phố Hà Nội",3
"Xã Bích Hòa, Huyện Thanh Oai, Thành phố Hà Nội",3
"Xã Mỹ Hưng, Huyện Thanh Oai, Thành phố Hà Nội",3
"Xã Cao Viên, Huyện Thanh Oai, Thành phố Hà Nội",3
"Xã Bình Minh, Huyện Thanh Oai, Thành phố Hà Nội",3
"Xã Tam Hưng, Huyện Thanh Oai, Thành phố Hà Nội",3
"Xã Thanh Cao, Huyện Thanh Oai, Thành phố Hà Nội",3
"Xã Thanh Thùy, Huyện Thanh Oai, Thành phố Hà Nội",3
"Xã Thanh Mai, Huyện Thanh Oai, Thành phố Hà Nội",3
"Xã Thanh Văn, Huyện Thanh Oai, Thành phố Hà Nội",3
"Xã Đỗ Động, Huyện Thanh Oai, Thành phố Hà Nội",3
"Xã Kim An, Huyện Thanh Oai, Thành phố Hà Nội",3
"Xã Kim Thư, Huyện Thanh Oai, Thành phố Hà Nội",3
"Xã Phương Trung, Huyện Thanh Oai, Thành phố Hà Nội",3
"Xã Tân Ước, Huyện Thanh Oai, Thành phố Hà Nội",3
"Xã Dân Hòa, Huyện Thanh Oai, Thành phố Hà Nội",3
"Xã Liên Châu, Huyện Thanh Oai, Thành phố Hà Nội",3
"Xã Cao Dương, Huyện Thanh Oai, Thành phố Hà Nội",3
"Xã Xuân Dương, Huyện Thanh Oai, Thành phố Hà Nội",3
"Xã Hồng Dương, Huyện Thanh Oai, Thành phố Hà Nội",3
"Thị trấn Thường Tín, Huyện Thường Tín, Thành phố Hà Nội",3
"Xã Ninh Sở, Huyện Thường Tín, Thành phố Hà Nội",3
"Xã Nhị Khê, Huyện Thường Tín, Thành phố Hà Nội",3
"Xã Duyên Thái, Huyện Thường Tín, Thành phố Hà Nội",3
"Xã Khánh Hà, Huyện Thường Tín, Thành phố Hà Nội",3
"Xã Hòa Bình, Huyện Thường Tín, Thành phố Hà Nội",3
"Xã Văn Bình, Huyện Thường Tín, Thành phố Hà Nội",3
"Xã Hiền Giang, Huyện Thường Tín, Thành phố Hà Nội",3
"Xã Hồng Vân, Huyện Thường Tín, Thành phố Hà Nội",3
"Xã Vân Tảo, Huyện Thường Tín, Thành phố Hà Nội",3
"Xã Liên Phương, Huyện Thường Tín, Thành phố Hà Nội",3
"Xã Văn Phú, Huyện Thường Tín, Thành phố Hà Nội",3
"Xã Tự Nhiên, Huyện Thường Tín, Thành phố Hà Nội",3
"Xã Tiền Phong, Huyện Thường Tín, Thành phố Hà Nội",3
"Xã Hà Hồi, Huyện Thường Tín, Thành phố Hà Nội",3
"Xã Thư Phú, Huyện Thường Tín, Thành phố Hà Nội",3
"Xã Nguyễn Trãi, Huyện Thường Tín, Thành phố Hà Nội",3
"Xã Quất Động, Huyện Thường Tín, Thành phố Hà Nội",3
"Xã Chương Dương, Huyện Thường Tín, Thành phố Hà Nội",3
"Xã Tân Minh, Huyện Thường Tín, Thành phố Hà Nội",3
"Xã Lê Lợi, Huyện Thường Tín, Thành phố Hà Nội",3
"Xã Thắng Lợi, Huyện Thường Tín, Thành phố Hà Nội",3
"Xã Dũng Tiến, Huyện Thường Tín, Thành phố Hà Nội",3
"Xã Thống Nhất, Huyện Thường Tín, Thành phố Hà Nội",3
"Xã Nghiêm Xuyên, Huyện Thường Tín, Thành phố Hà Nội",3
"Xã Tô Hiệu, Huyện Thường Tín, Thành phố Hà Nội",3
"Xã Văn Tự, Huyện Thường Tín, Thành phố Hà Nội",3
"Xã Vạn Điểm, Huyện Thường Tín, Thành phố Hà Nội",3
"Xã Minh Cường, Huyện Thường Tín, Thành phố Hà Nội",3
"Thị trấn Phú Minh, Huyện Phú Xuyên, Thành phố Hà Nội",3
"Thị trấn Phú Xuyên, Huyện Phú Xuyên, Thành phố Hà Nội",3
"Xã Hồng Minh, Huyện Phú Xuyên, Thành phố Hà Nội",3
"Xã Phượng Dực, Huyện Phú Xuyên, Thành phố Hà Nội",3
"Xã Nam Tiến, Huyện Phú Xuyên, Thành phố Hà Nội",3
"Xã Tri Trung, Huyện Phú Xuyên, Thành phố Hà Nội",3
"Xã Đại Thắng, Huyện Phú Xuyên, Thành phố Hà Nội",3
"Xã Phú Túc, Huyện Phú Xuyên, Thành phố Hà Nội",3
"Xã Văn Hoàng, Huyện Phú Xuyên, Thành phố Hà Nội",3
"Xã Hồng Thái, Huyện Phú Xuyên, Thành phố Hà Nội",3
"Xã Hoàng Long, Huyện Phú Xuyên, Thành phố Hà Nội",3
"Xã Quang Trung, Huyện Phú Xuyên, Thành phố Hà Nội",3
"Xã Nam Phong, Huyện Phú Xuyên, Thành phố Hà Nội",3
"Xã Nam Triều, Huyện Phú Xuyên, Thành phố Hà Nội",3
"Xã Tân Dân, Huyện Phú Xuyên, Thành phố Hà Nội",3
"Xã Sơn Hà, Huyện Phú Xuyên, Thành phố Hà Nội",3
"Xã Chuyên Mỹ, Huyện Phú Xuyên, Thành phố Hà Nội",3
"Xã Khai Thái, Huyện Phú Xuyên, Thành phố Hà Nội",3
"Xã Phúc Tiến, Huyện Phú Xuyên, Thành phố Hà Nội",3
"Xã Vân Từ, Huyện Phú Xuyên, Thành phố Hà Nội",3
"Xã Tri Thủy, Huyện Phú Xuyên, Thành phố Hà Nội",3
"Xã Đại Xuyên, Huyện Phú Xuyên, Thành phố Hà Nội",3
"Xã Phú Yên, Huyện Phú Xuyên, Thành phố Hà Nội",3
"Xã Bạch Hạ, Huyện Phú Xuyên, Thành phố Hà Nội",3
"Xã Quang Lãng, Huyện Phú Xuyên, Thành phố Hà Nội",3
"Xã Châu Can, Huyện Phú Xuyên, Thành phố Hà Nội",3
"Xã Minh Tân, Huyện Phú Xuyên, Thành phố Hà Nội",3
"Thị trấn Vân Đình, Huyện Ứng Hòa, Thành phố Hà Nội",3
"Xã Viên An, Huyện Ứng Hòa, Thành phố Hà Nội",3
"Xã Viên Nội, Huyện Ứng Hòa, Thành phố Hà Nội",3
"Xã Hoa Sơn, Huyện Ứng Hòa, Thành phố Hà Nội",3
"Xã Quảng Phú Cầu, Huyện Ứng Hòa, Thành phố Hà Nội",3
"Xã Trường Thịnh, Huyện Ứng Hòa, Thành phố Hà Nội",3
"Xã Cao Thành, Huyện Ứng Hòa, Thành phố Hà Nội",3
"Xã Liên Bạt, Huyện Ứng Hòa, Thành phố Hà Nội",3
"Xã Sơn Công, Huyện Ứng Hòa, Thành phố Hà Nội",3
"Xã Đồng Tiến, Huyện Ứng Hòa, Thành phố Hà Nội",3
"Xã Phương Tú, Huyện Ứng Hòa, Thành phố Hà Nội",3
"Xã Trung Tú, Huyện Ứng Hòa, Thành phố Hà Nội",3
"Xã Đồng Tân, Huyện Ứng Hòa, Thành phố Hà Nội",3
"Xã Tảo Dương Văn, Huyện Ứng Hòa, Thành phố Hà Nội",3
"Xã Vạn Thái, Huyện Ứng Hòa, Thành phố Hà Nội",3
"Xã Minh Đức, Huyện Ứng Hòa, Thành phố Hà Nội",3
"Xã Hòa Lâm, Huyện Ứng Hòa, Thành phố Hà Nội",3
"Xã Hòa Xá, Huyện Ứng Hòa, Thành phố Hà Nội",3
"Xã Trầm Lộng, Huyện Ứng Hòa, Thành phố Hà Nội",3
"Xã Kim Đường, Huyện Ứng Hòa, Thành phố Hà Nội",3
"Xã Hòa Nam, Huyện Ứng Hòa, Thành phố Hà Nội",3
"Xã Hòa Phú, Huyện Ứng Hòa, Thành phố Hà Nội",3
"Xã Đội Bình, Huyện Ứng Hòa, Thành phố Hà Nội",3
"Xã Đại Hùng, Huyện Ứng Hòa, Thành phố Hà Nội",3
"Xã Đông Lỗ, Huyện Ứng Hòa, Thành phố Hà Nội",3
"Xã Phù Lưu, Huyện Ứng Hòa, Thành phố Hà Nội",3
"Xã Đại Cường, Huyện Ứng Hòa, Thành phố Hà Nội",3
"Xã Lưu Hoàng, Huyện Ứng Hòa, Thành phố Hà Nội",3
"Xã Hồng Quang, Huyện Ứng Hòa, Thành phố Hà Nội",3
"Thị trấn Đại Nghĩa, Huyện Mỹ Đức, Thành phố Hà Nội",3
"Xã Đồng Tâm, Huyện Mỹ Đức, Thành phố Hà Nội",3
"Xã Thượng Lâm, Huyện Mỹ Đức, Thành phố Hà Nội",3
"Xã Tuy Lai, Huyện Mỹ Đức, Thành phố Hà Nội",3
"Xã Phúc Lâm, Huyện Mỹ Đức, Thành phố Hà Nội",3
"Xã Mỹ Thành, Huyện Mỹ Đức, Thành phố Hà Nội",3
"Xã Bột Xuyên, Huyện Mỹ Đức, Thành phố Hà Nội",3
"Xã An Mỹ, Huyện Mỹ Đức, Thành phố Hà Nội",3
"Xã Hồng Sơn, Huyện Mỹ Đức, Thành phố Hà Nội",3
"Xã Lê Thanh, Huyện Mỹ Đức, Thành phố Hà Nội",3
"Xã Xuy Xá, Huyện Mỹ Đức, Thành phố Hà Nội",3
"Xã Phùng Xá, Huyện Mỹ Đức, Thành phố Hà Nội",3
"Xã Phù Lưu Tế, Huyện Mỹ Đức, Thành phố Hà Nội",3
"Xã Đại Hưng, Huyện Mỹ Đức, Thành phố Hà Nội",3
"Xã Vạn Kim, Huyện Mỹ Đức, Thành phố Hà Nội",3
"Xã Đốc Tín, Huyện Mỹ Đức, Thành phố Hà Nội",3
"Xã Hương Sơn, Huyện Mỹ Đức, Thành phố Hà Nội",3
"Xã Hùng Tiến, Huyện Mỹ Đức, Thành phố Hà Nội",3
"Xã An Tiến, Huyện Mỹ Đức, Thành phố Hà Nội",3
"Xã Hợp Tiến, Huyện Mỹ Đức, Thành phố Hà Nội",3
"Xã Hợp Thanh, Huyện Mỹ Đức, Thành phố Hà Nội",3
"Xã An Phú, Huyện Mỹ Đức, Thành phố Hà Nội",3
"Phường Quang Trung, Thành phố Hà Giang, Tỉnh Hà Giang",3
"Phường Trần Phú, Thành phố Hà Giang, Tỉnh Hà Giang",3
"Phường Ngọc Hà, Thành phố Hà Giang, Tỉnh Hà Giang",3
"Phường Nguyễn Trãi, Thành phố Hà Giang, Tỉnh Hà Giang",3
"Phường Minh Khai, Thành phố Hà Giang, Tỉnh Hà Giang",3
"Xã Ngọc Đường, Thành phố Hà Giang, Tỉnh Hà Giang",3
"Xã Phương Độ, Thành phố Hà Giang, Tỉnh Hà Giang",3
"Xã Phương Thiện, Thành phố Hà Giang, Tỉnh Hà Giang",3
"Thị trấn Phó Bảng, Huyện Đồng Văn, Tỉnh Hà Giang",3
"Xã Lũng Cú, Huyện Đồng Văn, Tỉnh Hà Giang",3
"Xã Má Lé, Huyện Đồng Văn, Tỉnh Hà Giang",3
"Thị trấn Đồng Văn, Huyện Đồng Văn, Tỉnh Hà Giang",3
"Xã Lũng Táo, Huyện Đồng Văn, Tỉnh Hà Giang",3
"Xã Phố Là, Huyện Đồng Văn, Tỉnh Hà Giang",3
"Xã Thài Phìn Tủng, Huyện Đồng Văn, Tỉnh Hà Giang",3
"Xã Sủng Là, Huyện Đồng Văn, Tỉnh Hà Giang",3
"Xã Xà Phìn, Huyện Đồng Văn, Tỉnh Hà Giang",3
"Xã Tả Phìn, Huyện Đồng Văn, Tỉnh Hà Giang",3
"Xã Tả Lủng, Huyện Đồng Văn, Tỉnh Hà Giang",3
"Xã Phố Cáo, Huyện Đồng Văn, Tỉnh Hà Giang",3
"Xã Sính Lủng, Huyện Đồng Văn, Tỉnh Hà Giang",3
"Xã Sảng Tủng, Huyện Đồng Văn, Tỉnh Hà Giang",3
"Xã Lũng Thầu, Huyện Đồng Văn, Tỉnh Hà Giang",3
"Xã Hố Quáng Phìn, Huyện Đồng Văn, Tỉnh Hà Giang",3
"Xã Vần Chải, Huyện Đồng Văn, Tỉnh Hà Giang",3
"Xã Lũng Phìn, Huyện Đồng Văn, Tỉnh Hà Giang",3
"Xã Sủng Trái, Huyện Đồng Văn, Tỉnh Hà Giang",3
"Thị trấn Mèo Vạc, Huyện Mèo Vạc, Tỉnh Hà Giang",3
"Xã Thượng Phùng, Huyện Mèo Vạc, Tỉnh Hà Giang",3
"Xã Pải Lủng, Huyện Mèo Vạc, Tỉnh Hà Giang",3
"Xã Xín Cái, Huyện Mèo Vạc, Tỉnh Hà Giang",3
"Xã Pả Vi, Huyện Mèo Vạc, Tỉnh Hà Giang",3
"Xã Giàng Chu Phìn, Huyện Mèo Vạc, Tỉnh Hà Giang",3
"Xã Sủng Trà, Huyện Mèo Vạc, Tỉnh Hà Giang",3
"Xã Sủng Máng, Huyện Mèo Vạc, Tỉnh Hà Giang",3
"Xã Sơn Vĩ, Huyện Mèo Vạc, Tỉnh Hà Giang",3
"Xã Tả Lủng, Huyện Mèo Vạc, Tỉnh Hà Giang",3
"Xã Cán Chu Phìn, Huyện Mèo Vạc, Tỉnh Hà Giang",3
"Xã Lũng Pù, Huyện Mèo Vạc, Tỉnh Hà Giang",3
"Xã Lũng Chinh, Huyện Mèo Vạc, Tỉnh Hà Giang",3
"Xã Tát Ngà, Huyện Mèo Vạc, Tỉnh Hà Giang",3
"Xã Nậm Ban, Huyện Mèo Vạc, Tỉnh Hà Giang",3
"Xã Khâu Vai, Huyện Mèo Vạc, Tỉnh Hà Giang",3
"Xã Niêm Tòng, Huyện Mèo Vạc, Tỉnh Hà Giang",3
"Xã Niêm Sơn, Huyện Mèo Vạc, Tỉnh Hà Giang",3
"Thị trấn Yên Minh, Huyện Yên Minh, Tỉnh Hà Giang",3
"Xã Thắng Mố, Huyện Yên Minh, Tỉnh Hà Giang",3
"Xã Phú Lũng, Huyện Yên Minh, Tỉnh Hà Giang",3
"Xã Sủng Tráng, Huyện Yên Minh, Tỉnh Hà Giang",3
"Xã Bạch Đích, Huyện Yên Minh, Tỉnh Hà Giang",3
"Xã Na Khê, Huyện Yên Minh, Tỉnh Hà Giang",3
"Xã Sủng Thài, Huyện Yên Minh, Tỉnh Hà Giang",3
"Xã Hữu Vinh, Huyện Yên Minh, Tỉnh Hà Giang",3
"Xã Lao Và Chải, Huyện Yên Minh, Tỉnh Hà Giang",3
"Xã Mậu Duệ, Huyện Yên Minh, Tỉnh Hà Giang",3
"Xã Đông Minh, Huyện Yên Minh, Tỉnh Hà Giang",3
"Xã Mậu Long, Huyện Yên Minh, Tỉnh Hà Giang",3
"Xã Ngam La, Huyện Yên Minh, Tỉnh Hà Giang",3
"Xã Ngọc Long, Huyện Yên Minh, Tỉnh Hà Giang",3
"Xã Đường Thượng, Huyện Yên Minh, Tỉnh Hà Giang",3
"Xã Lũng Hồ, Huyện Yên Minh, Tỉnh Hà Giang",3
"Xã Du Tiến, Huyện Yên Minh, Tỉnh Hà Giang",3
"Xã Du Già, Huyện Yên Minh, Tỉnh Hà Giang",3
"Thị trấn Tam Sơn, Huyện Quản Bạ, Tỉnh Hà Giang",3
"Xã Bát Đại Sơn, Huyện Quản Bạ, Tỉnh Hà Giang",3
"Xã Nghĩa Thuận, Huyện Quản Bạ, Tỉnh Hà Giang",3
"Xã Cán Tỷ, Huyện Quản Bạ, Tỉnh Hà Giang",3
"Xã Cao Mã Pờ, Huyện Quản Bạ, Tỉnh Hà Giang",3
"Xã Thanh Vân, Huyện Quản Bạ, Tỉnh Hà Giang",3
"Xã Tùng Vài, Huyện Quản Bạ, Tỉnh Hà Giang",3
"Xã Đông Hà, Huyện Quản Bạ, Tỉnh Hà Giang",3
"Xã Quản Bạ, Huyện Quản Bạ, Tỉnh Hà Giang",3
"Xã Lùng Tám, Huyện Quản Bạ, Tỉnh Hà Giang",3
"Xã Quyết Tiến, Huyện Quản Bạ, Tỉnh Hà Giang",3
"Xã Tả Ván, Huyện Quản Bạ, Tỉnh Hà Giang",3
"Xã Thái An, Huyện Quản Bạ, Tỉnh Hà Giang",3
"Xã Kim Thạch, Huyện Vị Xuyên, Tỉnh Hà Giang",3
"Xã Phú Linh, Huyện Vị Xuyên, Tỉnh Hà Giang",3
"Xã Kim Linh, Huyện Vị Xuyên, Tỉnh Hà Giang",3
"Thị trấn Vị Xuyên, Huyện Vị Xuyên, Tỉnh Hà Giang",3
"Thị trấn Nông Trường Việt Lâm, Huyện Vị Xuyên, Tỉnh Hà Giang",3
"Xã Minh Tân, Huyện Vị Xuyên, Tỉnh Hà Giang",3
"Xã Thuận Hoà, Huyện Vị Xuyên, Tỉnh Hà Giang",3
"Xã Tùng Bá, Huyện Vị Xuyên, Tỉnh Hà Giang",3
"Xã Thanh Thủy, Huyện Vị Xuyên, Tỉnh Hà Giang",3
"Xã Thanh Đức, Huyện Vị Xuyên, Tỉnh Hà Giang",3
"Xã Phong Quang, Huyện Vị Xuyên, Tỉnh Hà Giang",3
"Xã Xín Chải, Huyện Vị Xuyên, Tỉnh Hà Giang",3
"Xã Phương Tiến, Huyện Vị Xuyên, Tỉnh Hà Giang",3
"Xã Lao Chải, Huyện Vị Xuyên, Tỉnh Hà Giang",3
"Xã Cao Bồ, Huyện Vị Xuyên, Tỉnh Hà Giang",3
"Xã Đạo Đức, Huyện Vị Xuyên, Tỉnh Hà Giang",3
"Xã Thượng Sơn, Huyện Vị Xuyên, Tỉnh Hà Giang",3
"Xã Linh Hồ, Huyện Vị Xuyên, Tỉnh Hà Giang",3
"Xã Quảng Ngần, Huyện Vị Xuyên, Tỉnh Hà Giang",3
"Xã Việt Lâm, Huyện Vị Xuyên, Tỉnh Hà Giang",3
"Xã Ngọc Linh, Huyện Vị Xuyên, Tỉnh Hà Giang",3
"Xã Ngọc Minh, Huyện Vị Xuyên, Tỉnh Hà Giang",3
"Xã Bạch Ngọc, Huyện Vị Xuyên, Tỉnh Hà Giang",3
"Xã Trung Thành, Huyện Vị Xuyên, Tỉnh Hà Giang",3
"Xã Minh Sơn, Huyện Bắc Mê, Tỉnh Hà Giang",3
"Xã Giáp Trung, Huyện Bắc Mê, Tỉnh Hà Giang",3
"Xã Yên Định, Huyện Bắc Mê, Tỉnh Hà Giang",3
"Thị trấn Yên Phú, Huyện Bắc Mê, Tỉnh Hà Giang",3
"Xã Minh Ngọc, Huyện Bắc Mê, Tỉnh Hà Giang",3
"Xã Yên Phong, Huyện Bắc Mê, Tỉnh Hà Giang",3
"Xã Lạc Nông, Huyện Bắc Mê, Tỉnh Hà Giang",3
"Xã Phú Nam, Huyện Bắc Mê, Tỉnh Hà Giang",3
"Xã Yên Cường, Huyện Bắc Mê, Tỉnh Hà Giang",3
"Xã Thượng Tân, Huyện Bắc Mê, Tỉnh Hà Giang",3
"Xã Đường Âm, Huyện Bắc Mê, Tỉnh Hà Giang",3
"Xã Đường Hồng, Huyện Bắc Mê, Tỉnh Hà Giang",3
"Xã Phiêng Luông, Huyện Bắc Mê, Tỉnh Hà Giang",3
"Thị trấn Vinh Quang, Huyện Hoàng Su Phì, Tỉnh Hà Giang",3
"Xã Bản Máy, Huyện Hoàng Su Phì, Tỉnh Hà Giang",3
"Xã Thàng Tín, Huyện Hoàng Su Phì, Tỉnh Hà Giang",3
"Xã Thèn Chu Phìn, Huyện Hoàng Su Phì, Tỉnh Hà Giang",3
"Xã Pố Lồ, Huyện Hoàng Su Phì, Tỉnh Hà Giang",3
"Xã Bản Phùng, Huyện Hoàng Su Phì, Tỉnh Hà Giang",3
"Xã Túng Sán, Huyện Hoàng Su Phì, Tỉnh Hà Giang",3
"Xã Chiến Phố, Huyện Hoàng Su Phì, Tỉnh Hà Giang",3
"Xã Đản Ván, Huyện Hoàng Su Phì, Tỉnh Hà Giang",3
"Xã Tụ Nhân, Huyện Hoàng Su Phì, Tỉnh Hà Giang",3
"Xã Tân Tiến, Huyện Hoàng Su Phì, Tỉnh Hà Giang",3
"Xã Nàng Đôn, Huyện Hoàng Su Phì, Tỉnh Hà Giang",3
"Xã Pờ Ly Ngài, Huyện Hoàng Su Phì, Tỉnh Hà Giang",3
"Xã Sán Xả Hồ, Huyện Hoàng Su Phì, Tỉnh Hà Giang",3
"Xã Bản Luốc, Huyện Hoàng Su Phì, Tỉnh Hà Giang",3
"Xã Ngàm Đăng Vài, Huyện Hoàng Su Phì, Tỉnh Hà Giang",3
"Xã Bản Nhùng, Huyện Hoàng Su Phì, Tỉnh Hà Giang",3
"Xã Tả Sử Choóng, Huyện Hoàng Su Phì, Tỉnh Hà Giang",3
"Xã Nậm Dịch, Huyện Hoàng Su Phì, Tỉnh Hà Giang",3
"Xã Hồ Thầu, Huyện Hoàng Su Phì, Tỉnh Hà Giang",3
"Xã Nam Sơn, Huyện Hoàng Su Phì, Tỉnh Hà Giang",3
"Xã Nậm Tỵ, Huyện Hoàng Su Phì, Tỉnh Hà Giang",3
"Xã Thông Nguyên, Huyện Hoàng Su Phì, Tỉnh Hà Giang",3
"Xã Nậm Khòa, Huyện Hoàng Su Phì, Tỉnh Hà Giang",3
"Thị trấn Cốc Pài, Huyện Xín Mần, Tỉnh Hà Giang",3
"Xã Nàn Xỉn, Huyện Xín Mần, Tỉnh Hà Giang",3
"Xã Bản Díu, Huyện Xín Mần, Tỉnh Hà Giang",3
"Xã Chí Cà, Huyện Xín Mần, Tỉnh Hà Giang",3
"Xã Xín Mần, Huyện Xín Mần, Tỉnh Hà Giang",3
"Xã Thèn Phàng, Huyện Xín Mần, Tỉnh Hà Giang",3
"Xã Trung Thịnh, Huyện Xín Mần, Tỉnh Hà Giang",3
"Xã Pà Vầy Sủ, Huyện Xín Mần, Tỉnh Hà Giang",3
"Xã Cốc Rế, Huyện Xín Mần, Tỉnh Hà Giang",3
"Xã Thu Tà, Huyện Xín Mần, Tỉnh Hà Giang",3
"Xã Nàn Ma, Huyện Xín Mần, Tỉnh Hà Giang",3
"Xã Tả Nhìu, Huyện Xín Mần, Tỉnh Hà Giang",3
"Xã Bản Ngò, Huyện Xín Mần, Tỉnh Hà Giang",3
"Xã Chế Là, Huyện Xín Mần, Tỉnh Hà Giang",3
"Xã Nấm Dẩn, Huyện Xín Mần, Tỉnh Hà Giang",3
"Xã Quảng Nguyên, Huyện Xín Mần, Tỉnh Hà Giang",3
"Xã Nà Chì, Huyện Xín Mần, Tỉnh Hà Giang",3
"Xã Khuôn Lùng, Huyện Xín Mần, Tỉnh Hà Giang",3
"Thị trấn Việt Quang, Huyện Bắc Quang, Tỉnh Hà Giang",3
"Thị trấn Vĩnh Tuy, Huyện Bắc Quang, Tỉnh Hà Giang",3
"Xã Tân Lập, Huyện Bắc Quang, Tỉnh Hà Giang",3
"Xã Tân Thành, Huyện Bắc Quang, Tỉnh Hà Giang",3
"Xã Đồng Tiến, Huyện Bắc Quang, Tỉnh Hà Giang",3
"Xã Đồng Tâm, Huyện Bắc Quang, Tỉnh Hà Giang",3
"Xã Tân Quang, Huyện Bắc Quang, Tỉnh Hà Giang",3
"Xã Thượng Bình, Huyện Bắc Quang, Tỉnh Hà Giang",3
"Xã Hữu Sản, Huyện Bắc Quang, Tỉnh Hà Giang",3
