text,sensitive_data_level
"Xã Ngọc Vừng, Huyện Vân Đồn, Tỉnh Quảng Ninh",3
"Phường Mạo Khê, Thị xã Đông Triều, Tỉnh Quảng Ninh",3
"Phường Đông Triều, Thị xã Đông Triều, Tỉnh Quảng Ninh",3
"Xã An Sinh, Thị xã Đông Triều, Tỉnh Quảng Ninh",3
"Xã Tràng Lương, Thị xã Đông Triều, Tỉnh Quảng Ninh",3
"Xã Bình Khê, Thị xã Đông Triều, Tỉnh Quảng Ninh",3
"Xã Việt Dân, Thị xã Đông Triều, Tỉnh Quảng Ninh",3
"Xã Tân Việt, Thị xã Đông Triều, Tỉnh Quảng Ninh",3
"Xã Bình Dương, Thị xã Đông Triều, Tỉnh Quảng Ninh",3
"Phường Đức Chính, Thị xã Đông Triều, Tỉnh Quảng Ninh",3
"Phường Tràng An, Thị xã Đông Triều, Tỉnh Quảng Ninh",3
"Xã Nguyễn Huệ, Thị xã Đông Triều, Tỉnh Quảng Ninh",3
"Xã Thủy An, Thị xã Đông Triều, Tỉnh Quảng Ninh",3
"Phường Xuân Sơn, Thị xã Đông Triều, Tỉnh Quảng Ninh",3
"Xã Hồng Thái Tây, Thị xã Đông Triều, Tỉnh Quảng Ninh",3
"Xã Hồng Thái Đông, Thị xã Đông Triều, Tỉnh Quảng Ninh",3
"Phường Hoàng Quế, Thị xã Đông Triều, Tỉnh Quảng Ninh",3
"Phường Yên Thọ, Thị xã Đông Triều, Tỉnh Quảng Ninh",3
"Phường Hồng Phong, Thị xã Đông Triều, Tỉnh Quảng Ninh",3
"Phường Kim Sơn, Thị xã Đông Triều, Tỉnh Quảng Ninh",3
"Phường Hưng Đạo, Thị xã Đông Triều, Tỉnh Quảng Ninh",3
"Xã Yên Đức, Thị xã Đông Triều, Tỉnh Quảng Ninh",3
"Phường Quảng Yên, Thị xã Quảng Yên, Tỉnh Quảng Ninh",3
"Phường Đông Mai, Thị xã Quảng Yên, Tỉnh Quảng Ninh",3
"Phường Minh Thành, Thị xã Quảng Yên, Tỉnh Quảng Ninh",3
"Xã Sông Khoai, Thị xã Quảng Yên, Tỉnh Quảng Ninh",3
"Xã Hiệp Hòa, Thị xã Quảng Yên, Tỉnh Quảng Ninh",3
"Phường Cộng Hòa, Thị xã Quảng Yên, Tỉnh Quảng Ninh",3
"Xã Tiền An, Thị xã Quảng Yên, Tỉnh Quảng Ninh",3
"Xã Hoàng Tân, Thị xã Quảng Yên, Tỉnh Quảng Ninh",3
"Phường Tân An, Thị xã Quảng Yên, Tỉnh Quảng Ninh",3
"Phường Yên Giang, Thị xã Quảng Yên, Tỉnh Quảng Ninh",3
"Phường Nam Hoà, Thị xã Quảng Yên, Tỉnh Quảng Ninh",3
"Phường Hà An, Thị xã Quảng Yên, Tỉnh Quảng Ninh",3
"Xã Cẩm La, Thị xã Quảng Yên, Tỉnh Quảng Ninh",3
"Phường Phong Hải, Thị xã Quảng Yên, Tỉnh Quảng Ninh",3
"Phường Yên Hải, Thị xã Quảng Yên, Tỉnh Quảng Ninh",3
"Xã Liên Hòa, Thị xã Quảng Yên, Tỉnh Quảng Ninh",3
"Phường Phong Cốc, Thị xã Quảng Yên, Tỉnh Quảng Ninh",3
"Xã Liên Vị, Thị xã Quảng Yên, Tỉnh Quảng Ninh",3
"Xã Tiền Phong, Thị xã Quảng Yên, Tỉnh Quảng Ninh",3
"Thị trấn Cô Tô, Huyện Cô Tô, Tỉnh Quảng Ninh",3
"Xã Đồng Tiến, Huyện Cô Tô, Tỉnh Quảng Ninh",3
"Xã Thanh Lân, Huyện Cô Tô, Tỉnh Quảng Ninh",3
"Phường Thọ Xương, Thành phố Bắc Giang, Tỉnh Bắc Giang",3
"Phường Trần Nguyên Hãn, Thành phố Bắc Giang, Tỉnh Bắc Giang",3
"Phường Ngô Quyền, Thành phố Bắc Giang, Tỉnh Bắc Giang",3
"Phường Hoàng Văn Thụ, Thành phố Bắc Giang, Tỉnh Bắc Giang",3
"Phường Trần Phú, Thành phố Bắc Giang, Tỉnh Bắc Giang",3
"Phường Mỹ Độ, Thành phố Bắc Giang, Tỉnh Bắc Giang",3
"Phường Lê Lợi, Thành phố Bắc Giang, Tỉnh Bắc Giang",3
"Xã Song Mai, Thành phố Bắc Giang, Tỉnh Bắc Giang",3
"Phường Xương Giang, Thành phố Bắc Giang, Tỉnh Bắc Giang",3
"Phường Đa Mai, Thành phố Bắc Giang, Tỉnh Bắc Giang",3
"Phường Dĩnh Kế, Thành phố Bắc Giang, Tỉnh Bắc Giang",3
"Xã Dĩnh Trì, Thành phố Bắc Giang, Tỉnh Bắc Giang",3
"Xã Tân Mỹ, Thành phố Bắc Giang, Tỉnh Bắc Giang",3
"Xã Đồng Sơn, Thành phố Bắc Giang, Tỉnh Bắc Giang",3
"Xã Tân Tiến, Thành phố Bắc Giang, Tỉnh Bắc Giang",3
"Xã Song Khê, Thành phố Bắc Giang, Tỉnh Bắc Giang",3
"Xã Đồng Tiến, Huyện Yên Thế, Tỉnh Bắc Giang",3
"Xã Canh Nậu, Huyện Yên Thế, Tỉnh Bắc Giang",3
"Xã Xuân Lương, Huyện Yên Thế, Tỉnh Bắc Giang",3
"Xã Tam Tiến, Huyện Yên Thế, Tỉnh Bắc Giang",3
"Xã Đồng Vương, Huyện Yên Thế, Tỉnh Bắc Giang",3
"Xã Đồng Hưu, Huyện Yên Thế, Tỉnh Bắc Giang",3
"Xã Đồng Tâm, Huyện Yên Thế, Tỉnh Bắc Giang",3
"Xã Tam Hiệp, Huyện Yên Thế, Tỉnh Bắc Giang",3
"Xã Tiến Thắng, Huyện Yên Thế, Tỉnh Bắc Giang",3
"Xã Hồng Kỳ, Huyện Yên Thế, Tỉnh Bắc Giang",3
"Xã Đồng Lạc, Huyện Yên Thế, Tỉnh Bắc Giang",3
"Xã Đông Sơn, Huyện Yên Thế, Tỉnh Bắc Giang",3
"Xã Tân Hiệp, Huyện Yên Thế, Tỉnh Bắc Giang",3
"Xã Hương Vĩ, Huyện Yên Thế, Tỉnh Bắc Giang",3
"Xã Đồng Kỳ, Huyện Yên Thế, Tỉnh Bắc Giang",3
"Xã An Thượng, Huyện Yên Thế, Tỉnh Bắc Giang",3
"Thị trấn Phồn Xương, Huyện Yên Thế, Tỉnh Bắc Giang",3
"Xã Tân Sỏi, Huyện Yên Thế, Tỉnh Bắc Giang",3
"Thị trấn Bố Hạ, Huyện Yên Thế, Tỉnh Bắc Giang",3
"Xã Lan Giới, Huyện Tân Yên, Tỉnh Bắc Giang",3
"Thị trấn Nhã Nam, Huyện Tân Yên, Tỉnh Bắc Giang",3
"Xã Tân Trung, Huyện Tân Yên, Tỉnh Bắc Giang",3
"Xã Đại Hóa, Huyện Tân Yên, Tỉnh Bắc Giang",3
"Xã Quang Tiến, Huyện Tân Yên, Tỉnh Bắc Giang",3
"Xã Phúc Sơn, Huyện Tân Yên, Tỉnh Bắc Giang",3
"Xã An Dương, Huyện Tân Yên, Tỉnh Bắc Giang",3
"Xã Phúc Hòa, Huyện Tân Yên, Tỉnh Bắc Giang",3
"Xã Liên Sơn, Huyện Tân Yên, Tỉnh Bắc Giang",3
"Xã Hợp Đức, Huyện Tân Yên, Tỉnh Bắc Giang",3
"Xã Lam Cốt, Huyện Tân Yên, Tỉnh Bắc Giang",3
"Xã Cao Xá, Huyện Tân Yên, Tỉnh Bắc Giang",3
"Thị trấn Cao Thượng, Huyện Tân Yên, Tỉnh Bắc Giang",3
"Xã Việt Ngọc, Huyện Tân Yên, Tỉnh Bắc Giang",3
"Xã Song Vân, Huyện Tân Yên, Tỉnh Bắc Giang",3
"Xã Ngọc Châu, Huyện Tân Yên, Tỉnh Bắc Giang",3
"Xã Ngọc Vân, Huyện Tân Yên, Tỉnh Bắc Giang",3
"Xã Việt Lập, Huyện Tân Yên, Tỉnh Bắc Giang",3
"Xã Liên Chung, Huyện Tân Yên, Tỉnh Bắc Giang",3
"Xã Ngọc Thiện, Huyện Tân Yên, Tỉnh Bắc Giang",3
"Xã Ngọc Lý, Huyện Tân Yên, Tỉnh Bắc Giang",3
"Xã Quế Nham, Huyện Tân Yên, Tỉnh Bắc Giang",3
"Thị trấn Vôi, Huyện Lạng Giang, Tỉnh Bắc Giang",3
"Xã Nghĩa Hòa, Huyện Lạng Giang, Tỉnh Bắc Giang",3
"Xã Nghĩa Hưng, Huyện Lạng Giang, Tỉnh Bắc Giang",3
"Xã Quang Thịnh, Huyện Lạng Giang, Tỉnh Bắc Giang",3
"Xã Hương Sơn, Huyện Lạng Giang, Tỉnh Bắc Giang",3
"Xã Đào Mỹ, Huyện Lạng Giang, Tỉnh Bắc Giang",3
"Xã Tiên Lục, Huyện Lạng Giang, Tỉnh Bắc Giang",3
"Xã An Hà, Huyện Lạng Giang, Tỉnh Bắc Giang",3
"Thị trấn Kép, Huyện Lạng Giang, Tỉnh Bắc Giang",3
"Xã Mỹ Hà, Huyện Lạng Giang, Tỉnh Bắc Giang",3
"Xã Hương Lạc, Huyện Lạng Giang, Tỉnh Bắc Giang",3
"Xã Dương Đức, Huyện Lạng Giang, Tỉnh Bắc Giang",3
"Xã Tân Thanh, Huyện Lạng Giang, Tỉnh Bắc Giang",3
"Xã Yên Mỹ, Huyện Lạng Giang, Tỉnh Bắc Giang",3
"Xã Tân Hưng, Huyện Lạng Giang, Tỉnh Bắc Giang",3
"Xã Mỹ Thái, Huyện Lạng Giang, Tỉnh Bắc Giang",3
"Xã Xương Lâm, Huyện Lạng Giang, Tỉnh Bắc Giang",3
"Xã Xuân Hương, Huyện Lạng Giang, Tỉnh Bắc Giang",3
"Xã Tân Dĩnh, Huyện Lạng Giang, Tỉnh Bắc Giang",3
"Xã Đại Lâm, Huyện Lạng Giang, Tỉnh Bắc Giang",3
"Xã Thái Đào, Huyện Lạng Giang, Tỉnh Bắc Giang",3
"Thị trấn Đồi Ngô, Huyện Lục Nam, Tỉnh Bắc Giang",3
"Xã Đông Hưng, Huyện Lục Nam, Tỉnh Bắc Giang",3
"Xã Đông Phú, Huyện Lục Nam, Tỉnh Bắc Giang",3
"Xã Tam Dị, Huyện Lục Nam, Tỉnh Bắc Giang",3
"Xã Bảo Sơn, Huyện Lục Nam, Tỉnh Bắc Giang",3
"Xã Bảo Đài, Huyện Lục Nam, Tỉnh Bắc Giang",3
"Xã Thanh Lâm, Huyện Lục Nam, Tỉnh Bắc Giang",3
"Xã Tiên Nha, Huyện Lục Nam, Tỉnh Bắc Giang",3
"Xã Trường Giang, Huyện Lục Nam, Tỉnh Bắc Giang",3
"Xã Phương Sơn, Huyện Lục Nam, Tỉnh Bắc Giang",3
"Xã Chu Điện, Huyện Lục Nam, Tỉnh Bắc Giang",3
"Xã Cương Sơn, Huyện Lục Nam, Tỉnh Bắc Giang",3
"Xã Nghĩa Phương, Huyện Lục Nam, Tỉnh Bắc Giang",3
"Xã Vô Tranh, Huyện Lục Nam, Tỉnh Bắc Giang",3
"Xã Bình Sơn, Huyện Lục Nam, Tỉnh Bắc Giang",3
"Xã Lan Mẫu, Huyện Lục Nam, Tỉnh Bắc Giang",3
"Xã Yên Sơn, Huyện Lục Nam, Tỉnh Bắc Giang",3
"Xã Khám Lạng, Huyện Lục Nam, Tỉnh Bắc Giang",3
"Xã Huyền Sơn, Huyện Lục Nam, Tỉnh Bắc Giang",3
"Xã Trường Sơn, Huyện Lục Nam, Tỉnh Bắc Giang",3
"Xã Lục Sơn, Huyện Lục Nam, Tỉnh Bắc Giang",3
"Xã Bắc Lũng, Huyện Lục Nam, Tỉnh Bắc Giang",3
"Xã Vũ Xá, Huyện Lục Nam, Tỉnh Bắc Giang",3
"Xã Cẩm Lý, Huyện Lục Nam, Tỉnh Bắc Giang",3
"Xã Đan Hội, Huyện Lục Nam, Tỉnh Bắc Giang",3
"Thị trấn Chũ, Huyện Lục Ngạn, Tỉnh Bắc Giang",3
"Xã Cấm Sơn, Huyện Lục Ngạn, Tỉnh Bắc Giang",3
"Xã Tân Sơn, Huyện Lục Ngạn, Tỉnh Bắc Giang",3
"Xã Phong Minh, Huyện Lục Ngạn, Tỉnh Bắc Giang",3
"Xã Phong Vân, Huyện Lục Ngạn, Tỉnh Bắc Giang",3
"Xã Xa Lý, Huyện Lục Ngạn, Tỉnh Bắc Giang",3
"Xã Hộ Đáp, Huyện Lục Ngạn, Tỉnh Bắc Giang",3
"Xã Sơn Hải, Huyện Lục Ngạn, Tỉnh Bắc Giang",3
"Xã Thanh Hải, Huyện Lục Ngạn, Tỉnh Bắc Giang",3
"Xã Kiên Lao, Huyện Lục Ngạn, Tỉnh Bắc Giang",3
"Xã Biên Sơn, Huyện Lục Ngạn, Tỉnh Bắc Giang",3
"Xã Kiên Thành, Huyện Lục Ngạn, Tỉnh Bắc Giang",3
"Xã Hồng Giang, Huyện Lục Ngạn, Tỉnh Bắc Giang",3
"Xã Kim Sơn, Huyện Lục Ngạn, Tỉnh Bắc Giang",3
"Xã Tân Hoa, Huyện Lục Ngạn, Tỉnh Bắc Giang",3
"Xã Giáp Sơn, Huyện Lục Ngạn, Tỉnh Bắc Giang",3
"Xã Biển Động, Huyện Lục Ngạn, Tỉnh Bắc Giang",3
"Xã Quý Sơn, Huyện Lục Ngạn, Tỉnh Bắc Giang",3
"Xã Trù Hựu, Huyện Lục Ngạn, Tỉnh Bắc Giang",3
"Xã Phì Điền, Huyện Lục Ngạn, Tỉnh Bắc Giang",3
"Xã Tân Quang, Huyện Lục Ngạn, Tỉnh Bắc Giang",3
"Xã Đồng Cốc, Huyện Lục Ngạn, Tỉnh Bắc Giang",3
"Xã Tân Lập, Huyện Lục Ngạn, Tỉnh Bắc Giang",3
"Xã Phú Nhuận, Huyện Lục Ngạn, Tỉnh Bắc Giang",3
"Xã Mỹ An, Huyện Lục Ngạn, Tỉnh Bắc Giang",3
"Xã Nam Dương, Huyện Lục Ngạn, Tỉnh Bắc Giang",3
"Xã Tân Mộc, Huyện Lục Ngạn, Tỉnh Bắc Giang",3
"Xã Đèo Gia, Huyện Lục Ngạn, Tỉnh Bắc Giang",3
"Xã Phượng Sơn, Huyện Lục Ngạn, Tỉnh Bắc Giang",3
"Thị trấn An Châu, Huyện Sơn Động, Tỉnh Bắc Giang",3
"Thị trấn Tây Yên Tử, Huyện Sơn Động, Tỉnh Bắc Giang",3
"Xã Vân Sơn, Huyện Sơn Động, Tỉnh Bắc Giang",3
"Xã Hữu Sản, Huyện Sơn Động, Tỉnh Bắc Giang",3
"Xã Đại Sơn, Huyện Sơn Động, Tỉnh Bắc Giang",3
"Xã Phúc Sơn, Huyện Sơn Động, Tỉnh Bắc Giang",3
"Xã Giáo Liêm, Huyện Sơn Động, Tỉnh Bắc Giang",3
"Xã Cẩm Đàn, Huyện Sơn Động, Tỉnh Bắc Giang",3
"Xã An Lạc, Huyện Sơn Động, Tỉnh Bắc Giang",3
"Xã Vĩnh An, Huyện Sơn Động, Tỉnh Bắc Giang",3
"Xã Yên Định, Huyện Sơn Động, Tỉnh Bắc Giang",3
"Xã Lệ Viễn, Huyện Sơn Động, Tỉnh Bắc Giang",3
"Xã An Bá, Huyện Sơn Động, Tỉnh Bắc Giang",3
"Xã Tuấn Đạo, Huyện Sơn Động, Tỉnh Bắc Giang",3
"Xã Dương Hưu, Huyện Sơn Động, Tỉnh Bắc Giang",3
"Xã Long Sơn, Huyện Sơn Động, Tỉnh Bắc Giang",3
"Xã Thanh Luận, Huyện Sơn Động, Tỉnh Bắc Giang",3
"Thị trấn Nham Biền, Huyện Yên Dũng, Tỉnh Bắc Giang",3
"Thị trấn Tân An, Huyện Yên Dũng, Tỉnh Bắc Giang",3
"Xã Lão Hộ, Huyện Yên Dũng, Tỉnh Bắc Giang",3
"Xã Hương Gián, Huyện Yên Dũng, Tỉnh Bắc Giang",3
"Xã Quỳnh Sơn, Huyện Yên Dũng, Tỉnh Bắc Giang",3
"Xã Nội Hoàng, Huyện Yên Dũng, Tỉnh Bắc Giang",3
"Xã Tiền Phong, Huyện Yên Dũng, Tỉnh Bắc Giang",3
"Xã Xuân Phú, Huyện Yên Dũng, Tỉnh Bắc Giang",3
"Xã Tân Liễu, Huyện Yên Dũng, Tỉnh Bắc Giang",3
"Xã Trí Yên, Huyện Yên Dũng, Tỉnh Bắc Giang",3
"Xã Lãng Sơn, Huyện Yên Dũng, Tỉnh Bắc Giang",3
"Xã Yên Lư, Huyện Yên Dũng, Tỉnh Bắc Giang",3
"Xã Tiến Dũng, Huyện Yên Dũng, Tỉnh Bắc Giang",3
"Xã Đức Giang, Huyện Yên Dũng, Tỉnh Bắc Giang",3
"Xã Cảnh Thụy, Huyện Yên Dũng, Tỉnh Bắc Giang",3
"Xã Tư Mại, Huyện Yên Dũng, Tỉnh Bắc Giang",3
"Xã Đồng Việt, Huyện Yên Dũng, Tỉnh Bắc Giang",3
"Xã Đồng Phúc, Huyện Yên Dũng, Tỉnh Bắc Giang",3
"Xã Thượng Lan, Huyện Việt Yên, Tỉnh Bắc Giang",3
"Xã Việt Tiến, Huyện Việt Yên, Tỉnh Bắc Giang",3
"Xã Nghĩa Trung, Huyện Việt Yên, Tỉnh Bắc Giang",3
"Xã Minh Đức, Huyện Việt Yên, Tỉnh Bắc Giang",3
"Xã Hương Mai, Huyện Việt Yên, Tỉnh Bắc Giang",3
"Xã Tự Lạn, Huyện Việt Yên, Tỉnh Bắc Giang",3
"Thị trấn Bích Động, Huyện Việt Yên, Tỉnh Bắc Giang",3
"Xã Trung Sơn, Huyện Việt Yên, Tỉnh Bắc Giang",3
"Xã Hồng Thái, Huyện Việt Yên, Tỉnh Bắc Giang",3
"Xã Tiên Sơn, Huyện Việt Yên, Tỉnh Bắc Giang",3
"Xã Tăng Tiến, Huyện Việt Yên, Tỉnh Bắc Giang",3
"Xã Quảng Minh, Huyện Việt Yên, Tỉnh Bắc Giang",3
"Thị trấn Nếnh, Huyện Việt Yên, Tỉnh Bắc Giang",3
"Xã Ninh Sơn, Huyện Việt Yên, Tỉnh Bắc Giang",3
"Xã Vân Trung, Huyện Việt Yên, Tỉnh Bắc Giang",3
"Xã Vân Hà, Huyện Việt Yên, Tỉnh Bắc Giang",3
"Xã Quang Châu, Huyện Việt Yên, Tỉnh Bắc Giang",3
"Xã Đồng Tân, Huyện Hiệp Hòa, Tỉnh Bắc Giang",3
"Xã Thanh Vân, Huyện Hiệp Hòa, Tỉnh Bắc Giang",3
"Xã Hoàng Lương, Huyện Hiệp Hòa, Tỉnh Bắc Giang",3
"Xã Hoàng Vân, Huyện Hiệp Hòa, Tỉnh Bắc Giang",3
"Xã Hoàng Thanh, Huyện Hiệp Hòa, Tỉnh Bắc Giang",3
"Xã Hoàng An, Huyện Hiệp Hòa, Tỉnh Bắc Giang",3
"Xã Ngọc Sơn, Huyện Hiệp Hòa, Tỉnh Bắc Giang",3
"Xã Thái Sơn, Huyện Hiệp Hòa, Tỉnh Bắc Giang",3
"Xã Hòa Sơn, Huyện Hiệp Hòa, Tỉnh Bắc Giang",3
"Thị trấn Thắng, Huyện Hiệp Hòa, Tỉnh Bắc Giang",3
"Xã Quang Minh, Huyện Hiệp Hòa, Tỉnh Bắc Giang",3
"Xã Lương Phong, Huyện Hiệp Hòa, Tỉnh Bắc Giang",3
"Xã Hùng Sơn, Huyện Hiệp Hòa, Tỉnh Bắc Giang",3
"Xã Đại Thành, Huyện Hiệp Hòa, Tỉnh Bắc Giang",3
"Xã Thường Thắng, Huyện Hiệp Hòa, Tỉnh Bắc Giang",3
"Xã Hợp Thịnh, Huyện Hiệp Hòa, Tỉnh Bắc Giang",3
"Xã Danh Thắng, Huyện Hiệp Hòa, Tỉnh Bắc Giang",3
"Xã Mai Trung, Huyện Hiệp Hòa, Tỉnh Bắc Giang",3
"Xã Đoan Bái, Huyện Hiệp Hòa, Tỉnh Bắc Giang",3
"Xã Bắc Lý, Huyện Hiệp Hòa, Tỉnh Bắc Giang",3
"Xã Xuân Cẩm, Huyện Hiệp Hòa, Tỉnh Bắc Giang",3
"Xã Hương Lâm, Huyện Hiệp Hòa, Tỉnh Bắc Giang",3
"Xã Đông Lỗ, Huyện Hiệp Hòa, Tỉnh Bắc Giang",3
"Xã Châu Minh, Huyện Hiệp Hòa, Tỉnh Bắc Giang",3
"Xã Mai Đình, Huyện Hiệp Hòa, Tỉnh Bắc Giang",3
"Phường Dữu Lâu, Thành phố Việt Trì, Tỉnh Phú Thọ",3
"Phường Vân Cơ, Thành phố Việt Trì, Tỉnh Phú Thọ",3
"Phường Nông Trang, Thành phố Việt Trì, Tỉnh Phú Thọ",3
"Phường Tân Dân, Thành phố Việt Trì, Tỉnh Phú Thọ",3
"Phường Gia Cẩm, Thành phố Việt Trì, Tỉnh Phú Thọ",3
"Phường Tiên Cát, Thành phố Việt Trì, Tỉnh Phú Thọ",3
"Phường Thọ Sơn, Thành phố Việt Trì, Tỉnh Phú Thọ",3
"Phường Thanh Miếu, Thành phố Việt Trì, Tỉnh Phú Thọ",3
"Phường Bạch Hạc, Thành phố Việt Trì, Tỉnh Phú Thọ",3
"Phường Bến Gót, Thành phố Việt Trì, Tỉnh Phú Thọ",3
"Phường Vân Phú, Thành phố Việt Trì, Tỉnh Phú Thọ",3
"Xã Phượng Lâu, Thành phố Việt Trì, Tỉnh Phú Thọ",3
"Xã Thụy Vân, Thành phố Việt Trì, Tỉnh Phú Thọ",3
"Phường Minh Phương, Thành phố Việt Trì, Tỉnh Phú Thọ",3
"Xã Trưng Vương, Thành phố Việt Trì, Tỉnh Phú Thọ",3
"Phường Minh Nông, Thành phố Việt Trì, Tỉnh Phú Thọ",3
"Xã Sông Lô, Thành phố Việt Trì, Tỉnh Phú Thọ",3
"Xã Kim Đức, Thành phố Việt Trì, Tỉnh Phú Thọ",3
"Xã Hùng Lô, Thành phố Việt Trì, Tỉnh Phú Thọ",3
"Xã Hy Cương, Thành phố Việt Trì, Tỉnh Phú Thọ",3
"Xã Chu Hóa, Thành phố Việt Trì, Tỉnh Phú Thọ",3
"Xã Thanh Đình, Thành phố Việt Trì, Tỉnh Phú Thọ",3
"Phường Hùng Vương, Thị xã Phú Thọ, Tỉnh Phú Thọ",3
"Phường Phong Châu, Thị xã Phú Thọ, Tỉnh Phú Thọ",3
"Phường Âu Cơ, Thị xã Phú Thọ, Tỉnh Phú Thọ",3
"Xã Hà Lộc, Thị xã Phú Thọ, Tỉnh Phú Thọ",3
"Xã Phú Hộ, Thị xã Phú Thọ, Tỉnh Phú Thọ",3
"Xã Văn Lung, Thị xã Phú Thọ, Tỉnh Phú Thọ",3
"Xã Thanh Minh, Thị xã Phú Thọ, Tỉnh Phú Thọ",3
"Xã Hà Thạch, Thị xã Phú Thọ, Tỉnh Phú Thọ",3
"Phường Thanh Vinh, Thị xã Phú Thọ, Tỉnh Phú Thọ",3
"Thị trấn Đoan Hùng, Huyện Đoan Hùng, Tỉnh Phú Thọ",3
"Xã Hùng Xuyên, Huyện Đoan Hùng, Tỉnh Phú Thọ",3
"Xã Bằng Luân, Huyện Đoan Hùng, Tỉnh Phú Thọ",3
"Xã Vân Du, Huyện Đoan Hùng, Tỉnh Phú Thọ",3
"Xã Phú Lâm, Huyện Đoan Hùng, Tỉnh Phú Thọ",3
"Xã Minh Lương, Huyện Đoan Hùng, Tỉnh Phú Thọ",3
"Xã Bằng Doãn, Huyện Đoan Hùng, Tỉnh Phú Thọ",3
"Xã Chí Đám, Huyện Đoan Hùng, Tỉnh Phú Thọ",3
"Xã Phúc Lai, Huyện Đoan Hùng, Tỉnh Phú Thọ",3
"Xã Ngọc Quan, Huyện Đoan Hùng, Tỉnh Phú Thọ",3
"Xã Hợp Nhất, Huyện Đoan Hùng, Tỉnh Phú Thọ",3
"Xã Sóc Đăng, Huyện Đoan Hùng, Tỉnh Phú Thọ",3
"Xã Tây Cốc, Huyện Đoan Hùng, Tỉnh Phú Thọ",3
"Xã Yên Kiện, Huyện Đoan Hùng, Tỉnh Phú Thọ",3
"Xã Hùng Long, Huyện Đoan Hùng, Tỉnh Phú Thọ",3
"Xã Vụ Quang, Huyện Đoan Hùng, Tỉnh Phú Thọ",3
"Xã Vân Đồn, Huyện Đoan Hùng, Tỉnh Phú Thọ",3
"Xã Tiêu Sơn, Huyện Đoan Hùng, Tỉnh Phú Thọ",3
"Xã Minh Tiến, Huyện Đoan Hùng, Tỉnh Phú Thọ",3
"Xã Minh Phú, Huyện Đoan Hùng, Tỉnh Phú Thọ",3
"Xã Chân Mộng, Huyện Đoan Hùng, Tỉnh Phú Thọ",3
"Xã Ca Đình, Huyện Đoan Hùng, Tỉnh Phú Thọ",3
"Thị trấn Hạ Hoà, Huyện Hạ Hoà, Tỉnh Phú Thọ",3
"Xã Đại Phạm, Huyện Hạ Hoà, Tỉnh Phú Thọ",3
"Xã Đan Thượng, Huyện Hạ Hoà, Tỉnh Phú Thọ",3
"Xã Hà Lương, Huyện Hạ Hoà, Tỉnh Phú Thọ",3
"Xã Tứ Hiệp, Huyện Hạ Hoà, Tỉnh Phú Thọ",3
"Xã Hiền Lương, Huyện Hạ Hoà, Tỉnh Phú Thọ",3
"Xã Phương Viên, Huyện Hạ Hoà, Tỉnh Phú Thọ",3
"Xã Gia Điền, Huyện Hạ Hoà, Tỉnh Phú Thọ",3
"Xã Ấm Hạ, Huyện Hạ Hoà, Tỉnh Phú Thọ",3
"Xã Hương Xạ, Huyện Hạ Hoà, Tỉnh Phú Thọ",3
"Xã Xuân Áng, Huyện Hạ Hoà, Tỉnh Phú Thọ",3
"Xã Yên Kỳ, Huyện Hạ Hoà, Tỉnh Phú Thọ",3
"Xã Minh Hạc, Huyện Hạ Hoà, Tỉnh Phú Thọ",3
"Xã Lang Sơn, Huyện Hạ Hoà, Tỉnh Phú Thọ",3
"Xã Bằng Giã, Huyện Hạ Hoà, Tỉnh Phú Thọ",3
"Xã Yên Luật, Huyện Hạ Hoà, Tỉnh Phú Thọ",3
"Xã Vô Tranh, Huyện Hạ Hoà, Tỉnh Phú Thọ",3
"Xã Văn Lang, Huyện Hạ Hoà, Tỉnh Phú Thọ",3
"Xã Minh Côi, Huyện Hạ Hoà, Tỉnh Phú Thọ",3
"Xã Vĩnh Chân, Huyện Hạ Hoà, Tỉnh Phú Thọ",3
"Thị trấn Thanh Ba, Huyện Thanh Ba, Tỉnh Phú Thọ",3
"Xã Vân Lĩnh, Huyện Thanh Ba, Tỉnh Phú Thọ",3
"Xã Đông Lĩnh, Huyện Thanh Ba, Tỉnh Phú Thọ",3
"Xã Đại An, Huyện Thanh Ba, Tỉnh Phú Thọ",3
"Xã Hanh Cù, Huyện Thanh Ba, Tỉnh Phú Thọ",3
"Xã Đồng Xuân, Huyện Thanh Ba, Tỉnh Phú Thọ",3
"Xã Quảng Yên, Huyện Thanh Ba, Tỉnh Phú Thọ",3
"Xã Ninh Dân, Huyện Thanh Ba, Tỉnh Phú Thọ",3
"Xã Võ Lao, Huyện Thanh Ba, Tỉnh Phú Thọ",3
"Xã Khải Xuân, Huyện Thanh Ba, Tỉnh Phú Thọ",3
"Xã Mạn Lạn, Huyện Thanh Ba, Tỉnh Phú Thọ",3
"Xã Hoàng Cương, Huyện Thanh Ba, Tỉnh Phú Thọ",3
"Xã Chí Tiên, Huyện Thanh Ba, Tỉnh Phú Thọ",3
"Xã Đông Thành, Huyện Thanh Ba, Tỉnh Phú Thọ",3
"Xã Sơn Cương, Huyện Thanh Ba, Tỉnh Phú Thọ",3
"Xã Thanh Hà, Huyện Thanh Ba, Tỉnh Phú Thọ",3
"Xã Đỗ Sơn, Huyện Thanh Ba, Tỉnh Phú Thọ",3
"Xã Đỗ Xuyên, Huyện Thanh Ba, Tỉnh Phú Thọ",3
"Xã Lương Lỗ, Huyện Thanh Ba, Tỉnh Phú Thọ",3
