column_name,sensitive_data_level
shipmentstatus,1
paymentmethod,1
paymentstatus,1
orderstatus,1
customerfeedback,1
productcolor,1
productsize,1
productweight,1
productimage,1
warehouselocation,1
stockquantity,1
shippingfee,1
invoicedate,1
invoicenumber,1
paymentamount,1
shippingmethod,1
itemcode,1
ordernumber,1
customerservicecontact,1
customersupportticket,1
ordernote,1
purchaseorderdate,1
trackingcode,1
shippingcompany,1
productmaterial,1
vendorname,1
suppliercode,1
purchaseprice,1
wholesaleprice,1
retailprice,1
ordertotal,1
itemtotal,1
transactiondate,1
transactionamount,1
discountpercentage,1
taxamount,1
taxrate,1
ordertype,1
paymentgateway,1
productrating,1
productreviewcount,1
suppliercontact,1
promotioncode,1
discountcode,1
returnpolicy,1
refundstatus,1
customertype,1
shippingaddress,1
billingaddress,1
deliveryinstructions,1
preferreddeliverytime,1
giftoption,1
giftmessage,1
customernote,1
loyaltypoints,1
couponcode,1
rewardpoints,1
storelocation,1
servicename,1
servicetype,1
serviceduration,1
subscriptionplan,1
subscriptiondate,1
subscriptionstatus,1
renewaldate,1
subscriptionamount,1
subscriptionmethod,1
servicestartdate,1
serviceenddate,1
workshoplocation,1
coursename,1
courseid,1
coursestartdate,1
courseenddate,1
courseduration,1
coursematerials,1
coursefee,1
studentcount,1
eventname,1
eventlocation,1
eventdate,1
eventtime,1
eventprice,1
eventspeaker,1
eventtopic,1
attendeecount,1
eventtickettype,1
ticketprice,1
ticketnumber,1
eventregistrationdate,1
seminarname,1
workshopname,1
webinartopic,1
webinarhost,1
seminarspeaker,1
seminarlocation,1
workshopschedule,1
trainingsession,1
meetingtime,1
meetingroom,1
conferencename,1
conferencelocation,1
conferencedate,1
meetingdate,1
meetingagenda,1
roomnumber,1
employeeid,1
jobtitle,1
jobdescription,1
workschedule,1
shiftstarttime,1
shiftendtime,1
breaktime,1
joblocation,1
employeedepartment,1
employeerole,1
departmentname,1
departmenthead,1
teamname,1
employeeshift,1
workhours,1
employeeleave,1
employeebonus,1
workperformance,1
employeefeedback,1
performancereview,1
teamleader,1
tensanpham,1
masanpham,1
loaisanpham,1
motasanpham,1
nhasanxuat,1
soluong,1
khuyenmai,1
ngaymua,1
ngaygiaohang,1
trangthaivanchuyen,1
phuongthucthanhtoan,1
trangthaithanhtoan,1
trangthaidonhang,1
phanhoikhachhang,1
danhgia,1
mausanpham,1
kichthuocsanpham,1
cannangsanpham,1
hinhanhsanpham,1
khohang,1
soluongtonkho,1
phivanchuyen,1
ngayhoadon,1
sohoadon,1
sotienthanhtoan,1
phuongthucvanchuyen,1
sodonhang,1
soticketchamsoc,1
customerserviceticket,1
ghichudonhang,1
ngaydonhang,1
matracking,1
congtyvanchuyen,1
chatlieusanpham,1
thuonghieu,1
tennhacungcap,1
suppliername,1
manhacungcap,1
giamua,1
giasi,1
giabanle,1
tongtiendonhang,1
tiensanpham,1
ngaygiaodich,1
sotiengiaodich,1
phantramgiamgia,1
sotienthue,1
tylethue,1
tiente,1
loaidonhang,1
cổngthanhtoan,1
danhgiasanpham,1
soluongdanhgia,1
reviewcount,1
thongtinnhacungcap,1
makhuyenmai,1
magiamgia,1
chinhsachtrahang,1
trangthaihoantien,1
loaikhachhang,1
diachigiaohang,1
diachithanhtoan,1
huongdangiaohang,1
thoigiangiaohangyeuthich,1
tuychonquatang,1
tinnhanquatang,1
ghichukhachhang,1
diemthuong,1
mauudai,1
diemphanthuong,1
diachicuahang,1
tendichvu,1
loaidichvu,1
thoigiandichvu,1
giaidoandichvu,1
servicestage,1
dinhmucdichvu,1
servicelimit,1
goidichvu,1
ngaybatdaudichvu,1
ngayketthucdichvu,1
ngaytaikydichvu,1
servicerenewaldate,1
thoigianhoc,1
trainingtime,1
diadiemhoc,1
traininglocation,1
tenkhoahoc,1
makhoahoc,1
ngaybatdaukhoahoc,1
ngayketthuckhoahoc,1
thoigiankhoahoc,1
tailieukhoahoc,1
hocphi,1
soluonghocvien,1
tensukien,1
diadiemsukien,1
ngaysukien,1
thoigiansukien,1
giasukien,1
tendiengia,1
chudesukien,1
soluongnguoithamdu,1
loaivesukien,1
giave,1
sove,1
ngaydangkysukien,1
tenhoithao,1
tentoadam,1
chudewebinar,1
chutriwebinar,1
diemnhanhoithao,1
diadiemhoithao,1
lichtrinhhoithao,1
seminarschedule,1
doanhnghiep,1
companyname,1
tennhanvien,1
employeename,1
manhanvien,1
chucvu,1
motacongviec,1
thoigianlamviec,1
giobatdau,1
gioketthuc,1
thoigiannghi,1
diadiemlamviec,1
worklocation,1
phongban,1
tenphongban,1
truongphong,1
masp,1
loaisp,1
motasp,1
purchasedate,1
ngaygiao,1
servicestatus,1
phuongthuctt,1
trangthaidh,1
phanhoi,1
danhgiasp,1
mamau,1
colorcode,1
sizesp,1
cannang,1
hinhanh,1
sltonkho,1
phivc,1
hoadon,1
sotien,1
totalamount,1
phigiaohang,1
shippingcost,1
cachtt,1
khovanchuyen,1
shippingwarehouse,1
sodh,1
khachhang,1
masokhachhang,1
customerid,1
diachigiao,1
gioitinh,1
ngaysinh,1
birthdate,1
sodt,1
phonenumber,1
sotiengiamgia,1
discountamount,1
tenkhuyenmai,1
promotionname,1
cachthanhtoan,1
paymenttype,1
phithue,1
taxfee,1
giahoadon,1
invoicetotal,1
tongtien,1
totalprice,1
tinhtrangdonhang,1
ordercondition,1
soluongsp,1
itemcount,1
hinhthuctt,1
paymentmethodtype,1
yeucaudonhang,1
orderrequest,1
giaohangtoi,1
deliveryto,1
ngaytaisan,1
ngayhanghoa,1
productdate,1
diemdanhgia,1
ratingpoints,1
sohoadoncu,1
previousinvoicenumber,1
dienthoai,1
daily,1
chinhanh,1
contactnumber,1
phanloaisp,1
productclassification,1
diemmua,1
purchasepoints,1
hosodonhang,1
orderfile,1
madonhang,1
ordercode,1
sukien,1
masukien,1
eventcode,1
manv,1
employeecode,1
mucluong,1
masothue,1
taxid,1
ngayvaolam,1
hiredate,1
songaylam,1
workingdays,1
sogiolam,1
trangthaicuocgoi,1
callstatus,1
ordernotes,1
productcode,1
sodiem,1
pointstotal,1
chinhsach,1
quyenloi,1
danhsachkhachhang,1
customerlist,1
phieugiaohang,1
deliverynote,1
sotienthu,1
receivedamount,1
sonamhopdong,1
contractyears,1
sotiencong,1
additionalfee,1
doanhthu,1
tongsodonhang,1
totalorders,1
soyeucau,1
requestnumber,1
mucgiamgia,1
discountlevel,1
feature0,0
feature1,0
feature2,0
feature3,0
feature4,0
feature5,0
feature6,0
feature7,0
feature8,0
feature9,0
feature10,0
col0,0
col1,0
col2,0
col3,0
col4,0
col5,0
col6,0
col7,0
col8,0
col9,0
col10,0
col11,0
col12,0
col13,0
col14,0
col15,0
col16,0
col17,0
col18,0
col19,0
col20,0
data1,0
data2,0
data3,0
data4,0
data5,0
data6,0
data7,0
data8,0
data9,0
data10,0
data11,0
data12,0
data13,0
data14,0
data15,0
data16,0
data17,0
data18,0
data19,0
data20,0
random1,0
random2,0
random3,0
random4,0
random5,0
random6,0
random7,0
random8,0
random9,0
random10,0
random11,0
random12,0
random13,0
random14,0
random15,0
random16,0
random17,0
random18,0
random19,0
random20,0
gen1,0
gen2,0
gen3,0
gen4,0
gen5,0
gen6,0
gen7,0
gen8,0
gen9,0
gen10,0
gen11,0
gen12,0
gen13,0
gen14,0
gen15,0
gen16,0
gen17,0
gen18,0
gen19,0
gen20,0
featurex,0
featurey,0
featurez,0
featurea,0
featureb,0
featurec,0
featured,0
featuree,0
featuref,0
featureg,0
featureh,0
featurei,0
featurej,0
featurek,0
featurel,0
featurem,0
featuren,0
featureo,0
featurep,0
featureq,0
featurer,0
features,0
featuret,0
featureu,0
featurev,0
featurew,0
featurex1,0
featurey1,0
featurez1,0
featurea1,0
featureb1,0
featurec1,0
featured1,0
featuree1,0
featuref1,0
featureg1,0
featureh1,0
featurei1,0
featurej1,0
featurek1,0
featurel1,0
featurem1,0
featuren1,0
featureo1,0
featurep1,0
featureq1,0
featurer1,0
features1,0
featuret1,0
featureu1,0
featurev1,0
featurew1,0
datax,0
datay,0
dataz,0
dataa,0
datab,0
datac,0
datad,0
datae,0
dataf,0
datag,0
datah,0
datai,0
dataj,0
datak,0
datal,0
datam,0
datan,0
datao,0
datap,0
dataq,0
datar,0
datas,0
datat,0
datau,0
datav,0
dataw,0
